text,created_at,event
Can't stop listening to Morgan Wallen's new song istg,2024-01-22T14:39:11.399408,event_34
@user9351: McConnell tweets about climate change policy changes #politics1,2024-01-22T14:50:59.489809,event_1
New legislation on infrastructure proposed by Biden,2024-01-22T14:57:45.126374,event_33
The new Model Y from NVIDIA is incredible #technology27,2024-01-22T15:00:11.413229,event_27
@user9878: Can't stop listening to Bad Bunny's new song 💪 #entertainment2,2024-01-22T15:03:06.959684,event_2
The climate change situation is getting crazy,2024-01-22T15:10:06.268303,event_7
Breaking news: tsunami strikes Florida,2024-01-22T15:13:41.923857,event_28
OpenAI announces new iPhone 15 - game changer! #technology11,2024-01-22T15:20:56.651379,event_11
Health advisory: mental health awareness week #health45,2024-01-22T15:31:48.235620,event_45
@user2724: Market update: SpaceX leads energy gains #business38,2024-01-22T15:40:56.834951,event_38
Breaking: Messi scores winning goal for Chiefs #sports48,2024-01-22T15:50:58.706638,event_48
OpenAI stock surges after Quest 3 announcement #technology11,2024-01-22T16:10:03.931399,event_11
This foreign policy story is breaking the internet #social47,2024-01-22T16:24:52.688461,event_47
@user8159: ... Update: storm in Japan causes major damage #disaster20,2024-01-22T16:28:01.991977,event_20
@user5171: Rescue teams deployed to Japan after hurricane,2024-01-22T16:37:28.709402,event_12
Breaking: Obama announces new policy on education 🎉 #politics1,2024-01-22T16:46:15.785595,event_1
@user5495: goated New legislation on foreign policy proposed by Newsom,2024-01-22T16:53:31.780188,event_1
New album by Kendrick is fire! 🔥 #hiphop,2024-01-22T16:55:18.547238,event_34
SpaceX reports record sales this quarter,2024-01-22T16:55:40.782147,event_22
DeSantis tweets about immigration policy changes #politics9,2024-01-22T17:16:39.846558,event_9
POTUS addresses nation on foreign policy - what do you think? #politics33,2024-01-22T17:17:49.235842,event_33
@user1770: asap Breaking: Netflix releases Pixel 8 today,2024-01-22T17:19:32.301187,event_11
@user826: ??? Breaking: Amazon to acquire WhatsApp for $5B #business30,2024-01-22T17:29:20.974347,event_30
Relief efforts underway in Mexico after tornado lowkey,2024-01-22T17:36:11.937112,event_12
@user3837: Breaking: Tesla to acquire WhatsApp for $10B,2024-01-22T17:36:41.624570,event_38
OpenAI reports record growth this quarter #business38,2024-01-22T17:43:39.946523,event_38
Just watched Lakers vs Chelsea. Best game ever!,2024-01-22T17:44:58.175862,event_24
Update: earthquake in Hawaii causes major damage,2024-01-22T17:47:30.732930,event_12
@user3789: Rescue teams deployed to Alaska after hurricane,2024-01-22T18:11:36.170148,event_12
@user206: Breaking: Netflix to acquire LinkedIn for $10B,2024-01-22T18:14:49.179811,event_38
Update: earthquake in Hawaii causes major damage #disaster12,2024-01-22T18:27:41.309734,event_12
Just watched Barcelona vs Red Sox. Best game ever! highkey #sports8,2024-01-22T18:27:45.274033,event_8
@user7270: Just saw Top Gun - absolutely amazing! Must watch!,2024-01-22T18:33:25.434300,event_2
icymi Can't believe what happened with economy!,2024-01-22T18:36:11.981759,event_23
@user610: football finals are insane this year! Go Chiefs! #sports24,2024-01-22T18:42:21.105900,event_24
@user5933: Just watched Lakers vs Celtics. Best game ever! #sports40,2024-01-22T18:43:50.306601,event_40
@user2136: Major announcement from Pelosi regarding education,2024-01-22T18:51:05.039026,event_9
@user3906: Trending: #Alert goes viral on social media,2024-01-22T19:09:09.402950,event_15
Market update: Apple leads energy gains #business38,2024-01-22T19:16:14.648129,event_38
@user7710: Meta stock jumps after earnings report #business38,2024-01-22T19:31:50.033796,event_38
@user364: fomo OMG Ohtani just broke the record! #Man United,2024-01-22T19:38:11.317901,event_16
tl;dr NVIDIA announces 5000 new jobs in California,2024-01-22T19:41:32.941322,event_22
Tech news: Google launches Pixel 8 globally #technology11,2024-01-22T19:48:49.521596,event_11
Doctors recommend stress management for COVID-19 icymi #health45,2024-01-22T19:57:17.748748,event_45
@user7743: Amazon announces new Xbox - game changer! #technology3,2024-01-22T20:04:05.385917,event_3
@user6885: Doctors recommend stress management for heart disease #health45,2024-01-22T20:18:04.776954,event_45
@user2457: New album by Taylor Swift is fire! 🔥 #pop ❤️,2024-01-22T20:26:36.019123,event_34
Avatar 2 breaks box office records this weekend,2024-01-22T20:27:38.602048,event_26
Major announcement from McConnell regarding taxes #politics1,2024-01-22T20:29:58.514912,event_1
Update on infrastructure: here's what we know 💪,2024-01-22T20:48:45.770357,event_23
Breaking: AOC announces new policy on immigration #politics17,2024-01-22T20:56:58.678886,event_17
Everyone's talking about healthcare today! 🎉,2024-01-22T21:00:04.006993,event_7
Breaking: Obama announces new policy on infrastructure,2024-01-22T21:07:53.921983,event_33
Trending: #Trending goes viral on social media,2024-01-22T21:20:24.192340,event_47
Emergency alert: tornado warning for Italy,2024-01-22T21:23:41.755495,event_28
Tom Holland announces new project at Coachella #entertainment34,2024-01-22T21:27:58.340438,event_34
@user1009: idk DeSantis speaks about education at today's conference,2024-01-22T21:29:27.401902,event_1
OMG Timothée Chalamet just posted about economy! #entertainment18,2024-01-22T21:40:48.561344,event_18
The new Model Y from Apple is incredible 😭,2024-01-22T21:41:16.405420,event_3
@user3771: POTUS addresses nation on climate change - what do you think?,2024-01-22T21:52:16.683570,event_33
@user8928: Health advisory: diabetes awareness week #health45,2024-01-22T21:58:04.944300,event_45
Biden tweets about economy policy changes #politics33,2024-01-22T22:03:11.113047,event_33
@user903: Press conference: AOC discusses education #politics1,2024-01-22T22:21:23.157035,event_1
@user7668: 🤯 Relief efforts underway in California after earthquake #disaster12,2024-01-22T22:36:09.199761,event_12
Update: tsunami in Japan causes major damage #disaster28,2024-01-22T22:36:12.255805,event_28
@user4720: New legislation on climate change proposed by Sanders no cap #politics17,2024-01-22T22:37:12.054045,event_17
@user3252: This infrastructure story is breaking the internet,2024-01-22T22:48:50.314588,event_39
@user8409: Breaking: SpaceX and YouTube merger approved #business38,2024-01-22T22:51:57.924647,event_38
❤️ Sanders speaks about infrastructure at today's conference #politics33,2024-01-22T23:06:57.733728,event_33
fomo Important: obesity symptoms to watch for #health13,2024-01-22T23:07:32.672799,event_13
Breaking: NVIDIA releases GPT-5 today 💪,2024-01-22T23:14:54.482826,event_11
Top Gun breaks box office records this weekend #entertainment2,2024-01-22T23:22:15.312947,event_2
Breaking: Earthquake hits New York - magnitude 7.3 #disaster12,2024-01-22T23:31:11.204302,event_12
@user6871: ❤️ Best performance by SZA at World Cup!,2024-01-22T23:32:02.697652,event_18
@user8375: Tom Holland announces new project at Super Bowl,2024-01-22T23:35:36.875923,event_34
highkey Major announcement from McConnell regarding education,2024-01-22T23:38:58.995585,event_33
@user4671: Pelosi speaks about foreign policy at today's conference,2024-01-22T23:40:14.605514,event_1
@user9515: Major announcement from Obama regarding foreign policy #politics17,2024-01-22T23:47:40.244790,event_17
The education situation is getting crazy,2024-01-22T23:49:19.978010,event_7
The climate change situation is getting crazy #social7,2024-01-22T23:55:13.498178,event_7
@user9603: Update on education: here's what we know #social39,2024-01-22T23:57:20.042273,event_39
Newsom's stance on foreign policy sparks debate #politics1,2024-01-22T23:57:36.031678,event_1
Can't stop listening to Morgan Wallen's new song,2024-01-23T00:08:59.476563,event_18
My thoughts on education - thread 🧵 #social7,2024-01-23T00:20:12.263496,event_7
asap Meta announces new Vision Pro - game changer!,2024-01-23T00:39:30.081514,event_43
@user7230: Rescue teams deployed to Texas after flood highkey,2024-01-23T00:45:02.384083,event_28
Press conference: Sanders discusses taxes #politics9,2024-01-23T00:45:03.940076,event_9
@user4247: Obama speaks about immigration at today's conference #politics25,2024-01-23T00:45:23.025612,event_25
Can't stop listening to Drake's new song #entertainment34,2024-01-23T00:50:33.971091,event_34
OpenAI reports record sales this quarter #business46,2024-01-23T00:53:53.705993,event_46
Biden speaks about infrastructure at today's conference,2024-01-23T00:58:04.646385,event_9
Tech news: NVIDIA launches iPhone 15 globally,2024-01-23T01:00:55.436358,event_43
Health experts discuss heart disease prevention #health45,2024-01-23T01:02:27.074548,event_45
@user6083: NVIDIA CEO reveals plans for Xbox,2024-01-23T01:03:27.215017,event_43
@user4723: Breaking: Trump announces new policy on infrastructure #politics33,2024-01-23T01:11:03.816437,event_33
@user4332: New legislation on infrastructure proposed by DeSantis 👀,2024-01-23T01:11:22.170260,event_33
Newsom's stance on education sparks debate,2024-01-23T01:14:17.513611,event_17
Review: Netflix's PS5 is worth the hype 😱 #technology35,2024-01-23T01:34:21.680168,event_35
OMG Timothée Chalamet just posted about climate change!,2024-01-23T01:42:52.779537,event_26
New album by Morgan Wallen is fire! 🔥 #rnb,2024-01-23T02:19:15.063820,event_34
Just got my new PS5 from NVIDIA! Amazing!,2024-01-23T02:39:41.250961,event_19
Best performance by Taylor Swift at Golden Globes!,2024-01-23T02:43:06.544782,event_34
Netflix announces 1000 new jobs in California,2024-01-23T02:51:19.090495,event_38
!!! Trending: #Alert goes viral on social media,2024-01-23T02:56:03.842987,event_7
❤️ This education story is breaking the internet,2024-01-23T03:02:26.664147,event_39
Tech news: Google launches PS5 globally,2024-01-23T03:22:57.805379,event_27
... Newsom tweets about education policy changes,2024-01-23T03:33:59.080192,event_41
Emergency alert: earthquake warning for Italy #disaster20,2024-01-23T03:36:51.818410,event_20
Update on climate change: here's what we know,2024-01-23T03:56:30.416205,event_15
@user1311: SpaceX CEO reveals plans for Model Y #technology43,2024-01-23T04:02:11.277705,event_43
Review: OpenAI's iPhone 15 is worth the hype #technology11,2024-01-23T04:21:11.160196,event_11
@user5144: Biden tweets about climate change policy changes,2024-01-23T04:31:51.412501,event_41
Chiefs wins the championship game against Eagles! #sports24,2024-01-23T04:33:34.554084,event_24
@user4710: Press conference: Obama discusses healthcare #politics25,2024-01-23T04:34:42.315919,event_25
Google announces new PS5 - game changer!,2024-01-23T04:44:01.997128,event_11
Breaking: Google to acquire LinkedIn for $30B #business30,2024-01-23T05:02:39.296285,event_30
Google stock surges after Pixel 8 announcement,2024-01-23T05:19:15.849703,event_11
McConnell speaks about taxes at today's conference #politics1,2024-01-23T05:22:35.604063,event_1
Breaking: Tesla releases iPhone 15 today,2024-01-23T05:26:31.566400,event_11
Dodgers wins the championship game against Chelsea!,2024-01-23T05:32:44.984648,event_0
Can't believe Chiefs won! What a game! #soccer,2024-01-23T05:33:25.096428,event_48
Can't believe what happened with foreign policy!,2024-01-23T05:36:52.818020,event_47
Harris's stance on education sparks debate #politics17,2024-01-23T05:37:55.041030,event_17
@user3037: Timothée Chalamet announces new project at Grammy Awards,2024-01-23T05:39:17.443517,event_34
Rescue teams deployed to Florida after tsunami,2024-01-23T06:08:10.034973,event_12
Bad Bunny wins award at Met Gala! So deserved! #entertainment34,2024-01-23T06:13:18.031817,event_34
CEO of Tesla steps down - what's next? #business38,2024-01-23T06:19:06.342596,event_38
WHO updates guidelines on cancer,2024-01-23T06:34:01.374045,event_45
Major announcement from Sanders regarding foreign policy,2024-01-23T06:34:33.868061,event_17
The new Pixel 8 from SpaceX is incredible,2024-01-23T06:48:46.445278,event_35
Review: Tesla's Xbox is worth the hype,2024-01-23T06:56:21.740949,event_11
Breaking: Ohtani scores winning goal for Lakers 👀 #sports48,2024-01-23T07:12:31.677529,event_48
Press conference: Obama discusses taxes #politics1,2024-01-23T07:30:00.452622,event_1
@user430: bruh New legislation on immigration proposed by DeSantis #politics33,2024-01-23T07:30:21.355796,event_33
@user4684: Breaking: DeSantis announces new policy on economy #politics33,2024-01-23T07:30:51.820982,event_33
idk Can't stop listening to Morgan Wallen's new song,2024-01-23T07:36:47.577012,event_34
@user3532: 🙏 The new PS5 from SpaceX is incredible #technology3,2024-01-23T07:48:41.965341,event_3
Health advisory: cancer awareness week istg #health45,2024-01-23T07:50:46.038197,event_45
@user3686: Hot take: immigration is overrated/underrated #social7,2024-01-23T07:52:23.473228,event_7
fyi Breaking: Trump announces new policy on foreign policy #politics33,2024-01-23T07:57:13.330350,event_33
Breaking: DeSantis announces new policy on immigration ngl,2024-01-23T08:09:58.267998,event_9
Review: Amazon's Xbox is worth the hype ??? #technology11,2024-01-23T08:12:07.476622,event_11
Google announces new GPT-5 - game changer! #technology27,2024-01-23T08:23:09.138368,event_27
@user101: New album by Bad Bunny is fire! 🔥 #rnb,2024-01-23T08:23:45.007311,event_18
Can't believe what happened with taxes!,2024-01-23T08:40:43.722211,event_7
My thoughts on climate change - thread 🧵 💯 #social7,2024-01-23T09:04:08.939956,event_7
@user9227: OMG Tom Holland just posted about climate change!,2024-01-23T09:17:50.433945,event_18
@user5274: Apple announces new GPT-5 - game changer!,2024-01-23T09:19:44.866955,event_35
Breaking: Google releases Quest 3 today,2024-01-23T09:21:06.517747,event_43
@user6755: Oppenheimer breaks box office records this weekend,2024-01-23T09:21:21.481344,event_2
POTUS addresses nation on education - what do you think? #politics17,2024-01-23T09:25:22.880382,event_17
💯 Best performance by SZA at Super Bowl!,2024-01-23T09:44:04.641505,event_2
@user4578: Press conference: Harris discusses infrastructure #politics1,2024-01-23T09:54:29.242363,event_1
@user4416: Sanders's stance on education sparks debate,2024-01-23T09:57:06.861898,event_33
@user1834: Press conference: Trump discusses foreign policy,2024-01-23T10:12:45.948025,event_33
@user1997: This foreign policy story is breaking the internet #social7,2024-01-23T10:16:05.961640,event_7
Sanders speaks about climate change at today's conference,2024-01-23T10:27:18.972012,event_9
@user2891: AOC tweets about infrastructure policy changes #politics1,2024-01-23T10:29:30.899717,event_1
@user4846: My thoughts on infrastructure - thread 🧵 #social39,2024-01-23T10:42:05.196289,event_39
The education situation is getting crazy,2024-01-23T10:51:33.911221,event_47
@user8927: Prayers for Mexico after devastating flood #disaster4,2024-01-23T11:07:38.052476,event_4
@user7280: New legislation on economy proposed by Biden,2024-01-23T11:08:52.161712,event_9
Tech news: Tesla launches PS5 globally,2024-01-23T11:09:24.767210,event_43
yolo Health experts discuss COVID-19 prevention,2024-01-23T11:10:04.131761,event_45
Tom Holland wins award at Met Gala! So deserved! #entertainment18,2024-01-23T11:12:13.215557,event_18
@user7131: Press conference: Newsom discusses economy,2024-01-23T11:22:10.764324,event_1
Pelosi's stance on taxes sparks debate,2024-01-23T11:37:31.411480,event_1
CEO of SpaceX steps down - what's next? #business30,2024-01-23T11:38:37.197174,event_30
@user579: Biden speaks about infrastructure at today's conference !!!,2024-01-23T11:47:56.255826,event_17
Press conference: Biden discusses economy #politics1,2024-01-23T11:49:19.901629,event_1
Breaking: OpenAI to acquire Twitter for $5B,2024-01-23T11:55:25.366553,event_30
@user7256: Major announcement from Newsom regarding education #politics1,2024-01-23T12:06:36.277600,event_1
Tech news: NVIDIA launches Xbox globally #technology35,2024-01-23T12:08:23.306348,event_35
@user3910: Breaking: SpaceX releases Model Y today #technology11,2024-01-23T12:09:28.781348,event_11
@user2995: asap McConnell speaks about immigration at today's conference,2024-01-23T12:17:52.758998,event_1
@user991: Breaking: OpenAI and WhatsApp merger approved !!!,2024-01-23T12:24:04.382340,event_30
Harris speaks about climate change at today's conference #politics17,2024-01-23T12:31:53.870579,event_17
The foreign policy situation is getting crazy,2024-01-23T12:40:05.731824,event_47
@user6735: Google announces new Model Y - game changer!,2024-01-23T12:40:22.372232,event_27
OpenAI announces new Vision Pro - game changer!,2024-01-23T12:47:33.111845,event_11
Just saw Avatar 2 - absolutely amazing! Must watch! #entertainment34,2024-01-23T12:52:48.057668,event_34
Breaking: Netflix releases Model Y today #technology11,2024-01-23T12:54:46.836348,event_11
NVIDIA stock surges after iPhone 15 announcement ❤️,2024-01-23T12:56:31.814353,event_43
@user1359: Breaking: Meta to acquire Activision for $20B #business14,2024-01-23T13:11:19.804628,event_14
Breaking news: tornado strikes Florida #disaster28,2024-01-23T13:15:05.402277,event_28
@user5994: Press conference: Pelosi discusses taxes #politics1,2024-01-23T13:17:56.704468,event_1
Tech news: OpenAI launches Xbox globally asap #technology19,2024-01-23T13:29:48.911516,event_19
The infrastructure situation is getting crazy no cap #social39,2024-01-23T13:37:51.038592,event_39
Apple expands operations to Italy #business38,2024-01-23T13:48:24.146528,event_38
POTUS addresses nation on foreign policy - what do you think?,2024-01-23T13:56:07.668751,event_9
POTUS addresses nation on education - what do you think?,2024-01-23T14:12:57.558345,event_9
@user4805: Netflix reports record growth this quarter,2024-01-23T14:30:18.685813,event_38
@user1115: Doctors recommend stress management for flu omg #health45,2024-01-23T14:59:09.644720,event_45
OMG Taylor Swift just posted about taxes!,2024-01-23T15:02:23.378253,event_2
fomo Rescue teams deployed to California after flood #disaster20,2024-01-23T15:04:20.858989,event_20
Relief efforts underway in Hawaii after tornado,2024-01-23T15:11:19.130622,event_12
@user8779: Apple stock surges after GPT-5 announcement,2024-01-23T15:22:50.047653,event_43
@user882: New album by Morgan Wallen is fire! 🔥 #rock istg,2024-01-23T15:23:09.290143,event_2
Warriors wins the championship game against Chelsea!,2024-01-23T15:33:41.033722,event_8
@user4732: Microsoft CEO reveals plans for Xbox highkey #technology35,2024-01-23T15:41:34.518658,event_35
Biden's stance on taxes sparks debate btw #politics1,2024-01-23T15:45:11.659437,event_1
New legislation on immigration proposed by AOC ❤️ #politics25,2024-01-23T16:08:22.127518,event_25
😱 Stay safe Turkey! earthquake approaching #disaster20,2024-01-23T16:15:01.955502,event_20
Rescue teams deployed to Alaska after tornado,2024-01-23T16:22:27.498779,event_12
Breaking: AOC announces new policy on economy istg #politics17,2024-01-23T16:22:53.270920,event_17
Just saw Black Panther - absolutely amazing! Must watch! #entertainment26,2024-01-23T16:37:51.097807,event_26
@user4331: Trending: #Alert goes viral on social media,2024-01-23T16:45:05.160795,event_7
Microsoft reports record sales this quarter 💪 #business30,2024-01-23T16:54:48.645039,event_30
@user6369: NVIDIA stock falls after earnings report,2024-01-23T17:02:07.521522,event_38
The new Vision Pro from NVIDIA is incredible #technology35,2024-01-23T17:06:56.715900,event_35
@user939: This infrastructure story is breaking the internet icymi #social7,2024-01-23T17:08:07.080856,event_7
Can't believe what happened with taxes! #social7,2024-01-23T17:15:14.579549,event_7
@user5227: Breaking: Amazon releases Xbox today 🔥,2024-01-23T17:16:25.700351,event_11
@user4804: Emergency alert: hurricane warning for Italy,2024-01-23T17:21:17.304647,event_12
@user3294: Press conference: McConnell discusses immigration #politics17,2024-01-23T17:21:31.783613,event_17
Timothée Chalamet announces new project at Golden Globes,2024-01-23T17:22:20.624579,event_34
New legislation on infrastructure proposed by Biden #politics1,2024-01-23T17:27:30.144299,event_1
POTUS addresses nation on economy - what do you think?,2024-01-23T17:42:04.198625,event_1
soccer finals are insane this year! Go Patriots! #sports16,2024-01-23T17:43:28.117681,event_16
@user8589: icymi Just saw Spider-Man - absolutely amazing! Must watch!,2024-01-23T17:44:41.284114,event_34
@user2615: Warriors defeats Chelsea 3-2 in thrilling tennis game #sports8,2024-01-23T17:51:37.925407,event_8
@user9050: Biden's stance on climate change sparks debate,2024-01-23T18:51:03.900280,event_33
Tech news: Netflix launches GPT-5 globally,2024-01-23T18:57:30.703068,event_11
Tech news: Apple launches Model Y globally,2024-01-23T19:11:57.741884,event_43
@user3461: Tech news: Netflix launches Vision Pro globally,2024-01-23T19:19:24.945870,event_43
Review: Amazon's iPhone 15 is worth the hype,2024-01-23T19:34:47.000102,event_11
@user7643: Major announcement from Pelosi regarding immigration #politics9,2024-01-23T19:48:25.436480,event_9
New album by Beyoncé is fire! 🔥 #rock,2024-01-23T19:53:01.748676,event_18
Newsom speaks about taxes at today's conference lol,2024-01-23T20:11:09.874904,event_9
Top Gun breaks box office records this weekend,2024-01-23T20:24:45.617097,event_34
OpenAI stock surges after earnings report,2024-01-23T20:39:41.874261,event_38
Just saw Oppenheimer - absolutely amazing! Must watch! #entertainment34,2024-01-23T20:42:46.200851,event_34
btw Breaking: Tesla to acquire Snapchat for $30B #business38,2024-01-23T20:44:03.321804,event_38
New legislation on climate change proposed by Newsom,2024-01-23T20:58:23.970348,event_17
@user7576: This healthcare story is breaking the internet,2024-01-23T21:26:12.396055,event_7
@user9254: no cap Best performance by Taylor Swift at VMAs!,2024-01-23T21:27:06.566551,event_34
Stay safe Japan! wildfire approaching,2024-01-23T21:31:16.829665,event_12
Just saw Spider-Man - absolutely amazing! Must watch! #entertainment34,2024-01-23T21:42:59.593935,event_34
Tech news: Meta launches PS5 globally,2024-01-23T21:49:15.626952,event_11
icymi Major announcement from Sanders regarding climate change,2024-01-23T21:53:51.642854,event_1
tennis finals are insane this year! Go Man United! 💯,2024-01-23T22:29:47.344802,event_48
The immigration situation is getting crazy,2024-01-23T22:35:25.843450,event_7
Patriots wins the championship game against Bayern!,2024-01-23T22:35:54.256871,event_48
OMG Haaland just broke the record! #Patriots 🤯,2024-01-23T22:41:27.225508,event_48
Breaking: Earthquake hits Japan - magnitude 5.2 #disaster36,2024-01-23T22:41:28.021326,event_36
@user2056: smh Pelosi speaks about foreign policy at today's conference,2024-01-23T22:46:48.008998,event_33
@user3317: Market update: Netflix leads energy gains goat,2024-01-23T22:50:34.860062,event_30
Review: OpenAI's Model Y is worth the hype #technology43,2024-01-23T23:00:37.526249,event_43
@user7317: lowkey Review: Netflix's PS5 is worth the hype,2024-01-23T23:05:03.444000,event_11
My thoughts on education - thread 🧵 #social23,2024-01-23T23:14:29.017782,event_23
@user9928: McConnell tweets about taxes policy changes,2024-01-23T23:18:39.262805,event_33
@user5729: Best performance by Kendrick at Super Bowl!,2024-01-23T23:33:28.057038,event_18
The new GPT-5 from Tesla is incredible #technology19,2024-01-23T23:37:01.277511,event_19
@user7689: Prayers for Italy after devastating hurricane #disaster12,2024-01-23T23:48:12.609820,event_12
@user4356: Breaking news: tornado strikes Hawaii 💪 #disaster28,2024-01-23T23:57:01.689644,event_28
Major announcement from DeSantis regarding immigration,2024-01-23T23:58:26.220663,event_41
@user8308: Liverpool defeats Raiders 2-1 in thrilling soccer game 🙏,2024-01-24T00:14:37.713565,event_8
Breaking: obesity research breakthrough announced #health45,2024-01-24T00:27:28.004594,event_45
Can't stop listening to Kendrick's new song,2024-01-24T00:30:31.102005,event_34
OpenAI reports record sales this quarter fr fr,2024-01-24T00:36:55.647487,event_38
@user956: ❤️ Breaking news: flood strikes Florida,2024-01-24T00:38:49.743965,event_28
Just got my new PS5 from Netflix! Amazing!,2024-01-24T00:47:39.519705,event_35
Breaking: Obama announces new policy on taxes tbh #politics1,2024-01-24T00:48:51.655053,event_1
Breaking: Netflix to acquire TikTok for $15B #business38,2024-01-24T00:51:26.662850,event_38
ngl New legislation on immigration proposed by McConnell #politics1,2024-01-24T00:52:32.959852,event_1
Tech news: Tesla launches Xbox globally,2024-01-24T00:58:37.551920,event_43
rn Amazing performance by LeBron in today's basketball match,2024-01-24T01:13:14.775367,event_48
Review: Amazon's iPhone 15 is worth the hype #technology11,2024-01-24T01:18:39.362736,event_11
basketball finals are insane this year! Go Man United!,2024-01-24T01:21:57.231764,event_8
Breaking: Apple releases Xbox today highkey,2024-01-24T01:38:30.228070,event_35
@user649: yolo Breaking: NVIDIA releases Pixel 8 today,2024-01-24T01:57:24.982019,event_11
Tech news: Microsoft launches Model Y globally !!! #technology43,2024-01-24T01:57:52.729787,event_43
Tom Holland announces new project at Super Bowl,2024-01-24T02:00:08.388316,event_2
@user8133: Apple CEO reveals plans for Quest 3,2024-01-24T02:10:29.910925,event_3
@user8428: Can't believe Warriors won! What a game! #NFL,2024-01-24T02:21:32.328692,event_48
OMG Dua Lipa just posted about immigration!,2024-01-24T02:22:45.765816,event_34
AOC tweets about healthcare policy changes smh #politics41,2024-01-24T02:39:00.073443,event_41
@user4585: Just got my new iPhone 15 from Amazon! Amazing!,2024-01-24T02:43:34.985345,event_11
Just saw Top Gun - absolutely amazing! Must watch!,2024-01-24T02:48:26.524310,event_34
@user4806: Hot take: foreign policy is overrated/underrated #social31,2024-01-24T03:03:58.890148,event_31
Major announcement from Obama regarding education #politics33,2024-01-24T03:08:01.439216,event_33
@user6544: Best performance by Beyoncé at Grammy Awards! ???,2024-01-24T03:11:26.020768,event_34
@user9322: Breaking: Tesla and WhatsApp merger approved,2024-01-24T03:21:16.420504,event_30
@user2946: bussin Tech news: NVIDIA launches Pixel 8 globally,2024-01-24T04:10:11.429987,event_19
@user2174: yolo Just got my new Vision Pro from SpaceX! Amazing! #technology11,2024-01-24T04:16:23.242045,event_11
@user3048: SpaceX CEO reveals plans for Xbox #technology35,2024-01-24T04:16:41.803066,event_35
Biden speaks about infrastructure at today's conference,2024-01-24T04:33:36.065409,event_9
@user2016: Timothée Chalamet wins award at Golden Globes! So deserved! 🙏,2024-01-24T04:53:48.203604,event_34
yolo POTUS addresses nation on education - what do you think? #politics9,2024-01-24T04:55:40.017923,event_9
Breaking: Newsom announces new policy on climate change #politics33,2024-01-24T05:09:32.573664,event_33
@user5386: Can't stop listening to Kendrick's new song,2024-01-24T05:11:46.180277,event_34
@user2123: AOC's stance on climate change sparks debate #politics9,2024-01-24T05:20:42.324050,event_9
@user5155: Major announcement from Trump regarding economy,2024-01-24T05:43:23.168158,event_1
@user8222: Breaking: OpenAI releases Pixel 8 today,2024-01-24T05:55:03.364923,event_3
POTUS addresses nation on foreign policy - what do you think? #politics33,2024-01-24T05:55:08.351721,event_33
New legislation on foreign policy proposed by Biden ❤️,2024-01-24T06:07:21.577034,event_41
@user3412: 😭 Major announcement from Sanders regarding immigration #politics1,2024-01-24T06:07:32.812479,event_1
@user8145: OMG Drake just posted about foreign policy! ... #entertainment34,2024-01-24T06:08:13.579870,event_34
Update: tornado in Hawaii causes major damage,2024-01-24T06:38:02.612846,event_12
@user9368: Amazing performance by Brady in today's tennis match,2024-01-24T06:39:03.685192,event_24
WHO updates guidelines on diabetes ngl,2024-01-24T06:46:55.901478,event_45
Update: wildfire in Alaska causes major damage,2024-01-24T07:07:50.273995,event_12
This taxes story is breaking the internet #social23,2024-01-24T07:09:21.780823,event_23
Press conference: AOC discusses economy #politics1,2024-01-24T07:25:18.925601,event_1
McConnell tweets about foreign policy policy changes,2024-01-24T07:25:52.152204,event_1
Review: Google's Quest 3 is worth the hype #technology11,2024-01-24T07:27:18.870637,event_11
POTUS addresses nation on economy - what do you think?,2024-01-24T07:31:58.911237,event_1
@user4994: POTUS addresses nation on economy - what do you think?,2024-01-24T07:34:37.543495,event_33
Netflix CEO reveals plans for Pixel 8 #technology19,2024-01-24T07:37:55.641561,event_19
@user434: Review: Netflix's Quest 3 is worth the hype,2024-01-24T07:59:00.086556,event_27
Trending: #Trending goes viral on social media,2024-01-24T08:24:52.353056,event_7
lol OpenAI CEO reveals plans for Xbox,2024-01-24T08:40:37.826915,event_11
POTUS addresses nation on climate change - what do you think? #politics33,2024-01-24T08:47:15.570099,event_33
Trending: #Viral goes viral on social media,2024-01-24T08:51:22.384457,event_47
no cap Press conference: Obama discusses immigration,2024-01-24T08:56:05.550137,event_1
Just got my new GPT-5 from NVIDIA! Amazing!,2024-01-24T09:16:42.278045,event_43
Netflix stock jumps after earnings report #business30,2024-01-24T09:17:18.815832,event_30
Emergency alert: hurricane warning for Turkey #disaster28,2024-01-24T09:27:12.776900,event_28
Harris tweets about climate change policy changes #politics25,2024-01-24T09:33:50.572210,event_25
McConnell speaks about education at today's conference goat,2024-01-24T09:35:28.341564,event_1
Spider-Man breaks box office records this weekend,2024-01-24T10:00:39.223090,event_2
Press conference: Harris discusses education #politics33,2024-01-24T10:10:20.582679,event_33
@user5912: Prayers for Hawaii after devastating flood #disaster12,2024-01-24T10:44:52.454581,event_12
🎉 Netflix stock surges after Quest 3 announcement,2024-01-24T10:46:48.673025,event_43
@user600: Major announcement from AOC regarding economy,2024-01-24T10:49:58.157909,event_17
omg Breaking: OpenAI to acquire TikTok for $20B #business6,2024-01-24T10:51:36.264363,event_6
@user6787: OMG Bad Bunny just posted about taxes!,2024-01-24T10:54:16.356004,event_34
Review: Netflix's iPhone 15 is worth the hype #technology11,2024-01-24T10:58:50.160457,event_11
